,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
105692,1119 Aurora Hudson Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': True}",Vr8IDPmTZ7SbnsKy6pV3PA,"['Day Spas', 'Event Planning & Services', 'Beauty & Spas', 'Hotels & Travel', 'Hotels', 'Active Life', 'Golf']",Aurora,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '9:00-21:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '9:00-21:00', 'Saturday': '9:00-21:00'}",1,41.2873735,-81.3617977,Walden,,44202,20,4.5,OH
106826,"640 E Deer Springs Way, Ste 130","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'ByAppointmentOnly': False}",rYDpPUhZJUvtUg3UciwvWg,"['Beauty & Spas', 'Nail Salons']",North Las Vegas,"{'Monday': '9:30-19:00', 'Tuesday': '9:30-19:00', 'Friday': '9:30-19:00', 'Wednesday': '9:30-19:00', 'Thursday': '9:30-19:00', 'Sunday': '10:00-17:00', 'Saturday': '9:30-19:00'}",1,36.283931008,-115.133377388,Gel Nails Salon,,89086,89,4.0,NV
107414,173 Bakery Sq Blvd,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'AcceptsInsurance': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': True}",Pnt5-rYgLTJPViCwab_2GQ,"['Massage', 'Beauty & Spas', 'Massage Therapy', 'Skin Care', 'Health & Medical']",Pittsburgh,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '9:00-21:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '10:00-18:00', 'Saturday': '9:00-19:00'}",1,40.4584639131,-79.9118078725,Massage Heights Bakery Square,Larimer,15206,22,2.5,PA
108084,6100 Penn Ave,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True}",JKXR_z4ww-d5QeeYRCwibw,"['Drugstores', 'Shopping', 'Health & Medical', 'Pharmacy']",Pittsburgh,"{'Monday': '7:00-19:00', 'Tuesday': '7:00-19:00', 'Friday': '7:00-19:00', 'Wednesday': '7:00-19:00', 'Thursday': '7:00-19:00', 'Sunday': '10:00-18:00', 'Saturday': '8:00-18:00'}",1,40.4607137,-79.9237465,CVS Pharmacy,East Liberty,15206,5,2.0,PA
108327,6938 E 1st St,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'ByAppointmentOnly': False, 'WheelchairAccessible': False}",MR0h8i1xQizd1gVwTL-3LQ,"['Specialty Schools', 'Art Schools', 'Accessories', 'Hobby Shops', 'Jewelry', 'Fashion', 'Education', 'Shopping']",Scottsdale,"{'Tuesday': '10:00-18:00', 'Friday': '10:00-18:00', 'Wednesday': '10:00-18:00', 'Thursday': '10:00-18:00', 'Saturday': '12:00-16:00'}",0,33.4921841,-111.9312958,Jam,,85251,13,5.0,AZ
108433,3355 Las Vegas Blvd S,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'no', 'Caters': False, 'WiFi': 'free', 'RestaurantsReservations': True, 'BYOB': False, 'RestaurantsTableService': True, 'Corkage': False, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BikeParking': False, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'ByAppointmentOnly': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",NvKNe9DnQavC9GstglcBJQ,"['Desserts', 'American (New)', 'Sandwiches', 'American (Traditional)', 'Restaurants', 'Food']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.121822,-115.168855,Grand Lux Cafe,The Strip,89109,2490,4.0,NV
108698,520 West 5th Street,"{'BusinessAcceptsCreditCards': True, 'ByAppointmentOnly': False}",TKQT8EhCom4WIGKb9PbKpw,"['Apartments', 'Home Services', 'Real Estate']",Charlotte,"{'Monday': '9:00-18:00', 'Tuesday': '9:00-18:00', 'Friday': '9:00-18:00', 'Wednesday': '9:00-18:00', 'Thursday': '9:00-18:00', 'Sunday': '10:00-17:00', 'Saturday': '10:00-17:00'}",1,35.2324117,-80.8461097,Camden Cotton Mills,Third Ward,28202,13,4.0,NC
108861,,"{'BusinessAcceptsCreditCards': True, 'BusinessAcceptsBitcoin': False, 'ByAppointmentOnly': False}",46u22mfNV74nzLBQBJlRFw,"['Landscaping', 'Gardeners', 'Home Services']",Charlotte,"{'Friday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Monday': '7:30-17:30'}",1,35.1274285,-80.8599193,Clean Air Lawn Care,Quail Hollow,28210,7,4.5,NC
109006,4050 Penn Ave,"{'Alcohol': 'none', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'BYOBCorkage': 'yes_free', 'Caters': False, 'WiFi': 'no', 'RestaurantsReservations': False, 'BYOB': True, 'RestaurantsTableService': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': False, 'BikeParking': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'RestaurantsCounterService': False}",RYBGhnFtyZGjlREEfcRFrg,"['Vietnamese', 'Restaurants']",Pittsburgh,"{'Tuesday': '10:00-22:00', 'Friday': '10:00-22:00', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '11:00-21:00', 'Saturday': '10:00-22:00'}",1,40.4653491,-79.955948,Tram's Kitchen,Bloomfield,15224,277,4.0,PA
109023,516 E John St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",9SJ5sTileHeLXVMJrQiEDQ,"['Videos & Video Game Rental', 'Shopping', 'Books', 'Mags', 'Music & Video']",Champaign,"{'Monday': '10:00-22:00', 'Tuesday': '10:00-22:00', 'Friday': '10:00-22:00', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '12:00-22:00', 'Saturday': '11:00-22:00'}",0,40.1092217,-88.2305203,That's Rentertainment,,61820,49,5.0,IL
109317,13410 Cedar Rd,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",KiA8bYM6w9-6Y6gvU8aU1A,"['Shopping', 'Nurseries & Gardening', 'Building Supplies', 'Landscape Architects', 'Firewood', 'Home Services', 'Home & Garden', 'Landscaping']",Cleveland Heights,"{'Monday': '10:00-19:00', 'Tuesday': '10:00-19:00', 'Friday': '10:00-19:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Sunday': '10:00-17:00', 'Saturday': '9:00-18:00'}",1,41.501019,-81.557595,Bremec on the Heights Garden Center,,44118,9,3.0,OH
109365,3131 Las Vegas Blvd S,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 4, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False}",8UPOf5ImIM-Xih56huoSRg,"['Electronics', 'Mobile Phones', 'Shopping']",Las Vegas,"{'Monday': '10:00-23:00', 'Tuesday': '10:00-23:00', 'Friday': '10:00-0:00', 'Wednesday': '10:00-23:00', 'Thursday': '10:00-23:00', 'Sunday': '10:00-23:00', 'Saturday': '10:00-0:00'}",1,36.1265953,-115.1653652,Vertu,The Strip,89109,5,4.0,NV
110320,7 Home Street,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'WiFi': 'free', 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': False, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsTakeOut': True, 'DietaryRestrictions': {'dairy-free': False, 'gluten-free': False, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': False}, 'ByAppointmentOnly': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'lot': False, 'valet': False}}",5A9HLocD_BJ6VLiKlgbB8Q,"['Coffee & Tea', 'Food']",Edinburgh,"{'Monday': '9:00-17:00', 'Tuesday': '9:00-17:00', 'Friday': '9:00-17:00', 'Wednesday': '9:00-17:00', 'Thursday': '9:00-17:00', 'Sunday': '10:00-18:00', 'Saturday': '9:00-18:00'}",1,55.9434101,-3.2033833,Cafe Class,Tollcross,EH3 9JR,22,4.0,EDH
111074,1800 W Charleston Blvd,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}",bHF_7tP6cyOqnyU4Xm0gEQ,"['Health & Medical', 'Emergency Rooms', 'Hospitals', 'Family Practice', 'Medical Centers', 'Doctors']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.160423,-115.169951,University Medical Center,Downtown,89102,112,2.0,NV
111148,200 Hawthorne Ln,"{'AcceptsInsurance': True, 'ByAppointmentOnly': False, 'BusinessAcceptsCreditCards': True}",bHMcWQxUR-41kfEtDRTz0w,"['Hospitals', 'Health & Medical']",Charlotte,{},1,35.212018,-80.824243,Novant Health Presybeterian Medical Center,Elizabeth,28204,25,3.5,NC
111397,"7014 E Camelback Rd, Suite 1433","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'dressy', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'RestaurantsTableService': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': True, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}}",tIrzcjC5_oBpY6R0G64z5g,"['American (New)', 'Restaurants', 'Steakhouses']",Scottsdale,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Friday': '11:30-22:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Sunday': '11:30-21:30', 'Saturday': '11:30-22:30'}",0,33.5023225,-111.9287986,Modern Steak,,85251,237,4.0,AZ
111833,1202 Regent St,"{'BusinessAcceptsCreditCards': False, 'ByAppointmentOnly': False}",C-_NYInA74zB_jzAq1IrSw,"['Real Estate', 'Property Management', 'Home Services', 'Real Estate Services', 'Apartments']",Madison,"{'Monday': '8:00-17:00', 'Tuesday': '8:00-17:00', 'Friday': '8:00-17:00', 'Wednesday': '8:00-17:00', 'Thursday': '8:00-17:00', 'Saturday': '10:00-14:00'}",1,43.0681355,-89.4060643,Madison Property Management,South Campus,53715,17,2.5,WI
111840,1638 Rue Notre-Dame O,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': False, 'GoodForKids': False, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",LOOgah4nTChVUfhOxKfmaQ,"['Restaurants', 'Canadian (New)']",Montréal,"{'Monday': '17:00-23:00', 'Tuesday': '17:00-23:00', 'Friday': '17:00-23:00', 'Wednesday': '17:00-23:00', 'Thursday': '17:00-23:00', 'Sunday': '17:00-23:00', 'Saturday': '17:00-23:00'}",1,45.489415,-73.567583,Foxy,Sud-Ouest,H3J 1M1,68,4.0,QC
112307,4000 S Maryland Pkwy,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",Rw0FyjiCjk1L0X3wXO56Og,"['Toy Stores', 'Shopping']",Las Vegas,{},0,36.1167723545,-115.136821835,Toys R Us,Eastside,89119,18,2.5,NV
112553,587 Greenway Industrial Dr,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True}",dYhnPLaCxvcoQgrKqSLHig,"['Shopping', 'Sporting Goods', 'Fashion', ""Men's Clothing""]",Fort Mill,"{'Friday': '9:00-16:00', 'Tuesday': '9:00-16:00', 'Thursday': '9:00-16:00', 'Wednesday': '9:00-16:00', 'Monday': '9:00-16:00'}",0,35.0966801,-80.9502834,Muscledriver Usa,,29708,11,2.5,SC
112608,105 N Walnut St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 3, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': True, 'WheelchairAccessible': True}",QqwF1EXpSjivBaXaZWmDkw,"['Home Decor', 'Shopping', 'Home & Garden']",Champaign,{},1,40.1167333,-88.2428608,Ten Thousand Villages,,61820,8,4.0,IL
113228,1861 W 25th St,"{'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessAcceptsBitcoin': False, 'BikeParking': True, 'AcceptsInsurance': False, 'GoodForKids': False, 'ByAppointmentOnly': False, 'WheelchairAccessible': False}",3Wq2yT3elctAjDqb8kMraQ,"['Active Life', 'Acupuncture', 'Beauty & Spas', 'Fitness & Instruction', 'Health & Medical', 'Yoga', 'Pilates', 'Massage']",Cleveland,"{'Monday': '9:00-20:00', 'Tuesday': '9:00-20:00', 'Friday': '9:00-19:00', 'Wednesday': '9:00-20:00', 'Thursday': '9:00-19:00', 'Sunday': '9:30-12:00', 'Saturday': '8:00-14:00'}",1,41.4859832,-81.7045053,Vision Yoga & Wellness,Ohio City,44113,27,4.5,OH
113449,2211 S Las Vegas Blvd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",TXS-9SUkjpZFz29XOB1SPg,"['Soul Food', 'Cafes', 'Restaurants', 'Breakfast & Brunch']",Las Vegas,"{'Monday': '9:00-21:00', 'Tuesday': '9:00-21:00', 'Friday': '9:00-22:00', 'Wednesday': '9:00-21:00', 'Thursday': '9:00-21:00', 'Sunday': '8:00-21:00', 'Saturday': '9:00-22:00'}",1,36.1453494842,-115.156019926,M&M Soul Food Cafe,The Strip,89104,332,3.0,NV
113456,"4724 Sharon Rd, Ste I","{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'ByAppointmentOnly': False}",jRg8z1BHlfhLysvWQtCvDw,"['Beauty & Spas', 'Barbers']",Charlotte,{},0,35.147503,-80.833282,Roosters Men's Grooming Center,South Park,28210,3,2.0,NC
113472,6271 Carolina Commons Dr,"{'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Caters': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsTakeOut': False}",AwrkVX4iw6H52Ovr6ReRfw,"['Flowers & Gifts', 'Drugstores', 'Shopping', 'Grocery', 'Food']",Indian Land,"{'Monday': '6:00-23:00', 'Tuesday': '6:00-23:00', 'Friday': '6:00-23:00', 'Wednesday': '6:00-23:00', 'Thursday': '6:00-23:00', 'Sunday': '6:00-23:00', 'Saturday': '6:00-23:00'}",1,34.9368319,-80.820293,Harris Teeter,,29707,13,3.5,SC
113910,211 E Flamingo Rd,"{'DogsAllowed': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}, 'WiFi': 'free', 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'ByAppointmentOnly': True}",XwV2-lISDp_5Acy72bA8Qg,"['Hotels', 'Event Planning & Services', 'Day Spas', 'Beauty & Spas', 'Resorts', 'Hotels & Travel']",Las Vegas,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.1138678734,-115.163103023,The Platinum Hotel,Eastside,89169,420,4.0,NV
114180,"NC Music Factory, 1000 Seaboard St, Ste B12",{'ByAppointmentOnly': True},Dz4Y964X4ZJvydJPXPBmrg,"['Traditional Chinese Medicine', 'Health & Medical', 'Acupuncture']",Charlotte,"{'Monday': '10:00-19:00', 'Tuesday': '10:00-19:00', 'Friday': '10:00-14:00', 'Wednesday': '10:00-19:00', 'Thursday': '10:00-19:00', 'Saturday': '10:00-14:00'}",0,35.239748,-80.845689,Charlotte Community Acupuncture,Third Ward,28213,5,4.0,NC
114531,"9500 Mentor Ave, Ste 100","{'BusinessAcceptsCreditCards': True, 'ByAppointmentOnly': True}",AFtg0RUKzOhupg75hwpwuQ,"['Health & Medical', 'Family Practice', 'Doctors']",Mentor,"{'Monday': '8:00-19:30', 'Tuesday': '8:00-19:30', 'Friday': '8:00-17:00', 'Wednesday': '8:00-19:30', 'Thursday': '8:00-19:30', 'Saturday': '8:30-12:00'}",1,41.6809203,-81.2977679,Lake County Family Practice,,44060,4,3.0,OH
114925,8400 Market St,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WiFi': 'free'}",PV6PBJXIigAdzaSi3SLwOA,"['Real Estate', 'Event Planning & Services', 'Home Services', 'Hotels', 'Hotels & Travel', 'Apartments']",Middleton,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,43.0943082293,-89.5277112722,Residence Inn by Marriott Madison West/Middleton,,53562,10,4.0,WI
115181,7024 Brighton Park Dr,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",bMTqFQqYoeANon4iVlatpQ,"['Restaurants', 'American (Traditional)']",Charlotte,{},1,35.1713822,-80.6606639,Jimmie's Restaurant,,28227,57,3.0,NC
115318,601 Sherman Pl,"{'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'BikeParking': False}",VSvxhA9651-6XQdqMmlB_Q,"['Department Stores', ""Men's Clothing"", 'Swimwear', ""Women's Clothing"", 'Shopping', 'Shoe Stores', 'Fashion', 'Home Decor', 'Home & Garden']",Waxhaw,"{'Monday': '8:00-23:00', 'Tuesday': '8:00-23:00', 'Friday': '8:00-23:00', 'Wednesday': '8:00-23:00', 'Thursday': '8:00-23:00', 'Sunday': '8:00-23:00', 'Saturday': '7:00-23:00'}",1,35.0170555557,-80.8006973201,Kohl's,,28173,3,4.0,NC
115907,2300 Paseo Verde Pkwy,"{'BusinessParking': {'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'GoodForKids': True, 'ByAppointmentOnly': False}",6kkxRV8H9SQLybj0xnEbMw,"['Resorts', 'Hotels', 'Day Spas', 'Beauty & Spas', 'Hotels & Travel', 'Casinos', 'Arts & Entertainment', 'Event Planning & Services']",Henderson,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,36.020552,-115.089984,Green Valley Ranch Resort & Spa,Anthem,89052,756,3.5,NV
